image_name,manual_size,bbox_x,bbox_y,bbox_width,bbox_height,bbox_x_mm,bbox_y_mm,bbox_width_mm,bbox_height_mm
undistorted_GX010191_100_1250.jpg,big,0.6727325,0.19236299999999998,0.194207,0.185348,3573.5550399999997,574.7806439999999,1031.6275839999998,553.819824
undistorted_GX010191_100_1250.jpg,small,0.49891185,0.31251799999999996,0.0844743,0.300722,2650.2197472,933.8037839999998,448.72748160000003,898.557336
undistorted_GX010191_101_1265.jpg,big,0.6269055,0.157371,0.192085,0.11044,3330.122016,470.224548,1020.3555200000001,329.99472
undistorted_GX010191_101_1265.jpg,small,0.48494745,0.38390850000000004,0.0792251,0.290763,2576.0408544,1147.118598,420.84373120000004,868.799844
undistorted_GX010191_105_1312.jpg,big,0.45473349999999996,0.1360105,0.119743,0.370385,2415.544352,406.399374,636.074816,1106.71038
undistorted_GX010191_105_1312.jpg,small,0.537309,0.692173,0.145762,0.116882,2854.1854080000003,2068.212924,774.287744,349.243416
undistorted_GX010191_106_1320.jpg,big,0.46917334999999993,0.205103,0.0744753,0.368848,2492.2488351999996,612.847764,395.6127936,1102.117824
undistorted_GX010191_106_1320.jpg,small,0.562061,0.7079575,0.157578,0.101219,2985.668032,2115.37701,837.0543359999999,302.44237200000003
undistorted_GX010191_10_370.jpg,small,0.5722181000000001,0.520516,0.0847878,0.288734,3039.6225472000006,1555.301808,450.3927936,862.7371919999999
undistorted_GX010191_10_370.jpg,big,0.757113,0.422017,0.174104,0.210528,4021.7842560000004,1260.986796,924.840448,629.0576639999999
undistorted_GX010191_110_1355.jpg,big,0.4939505,0.49685200000000007,0.168427,0.276492,2623.865056,1484.5937760000002,894.684224,826.158096
undistorted_GX010191_110_1355.jpg,small,0.7793485,0.47172200000000003,0.102951,0.229386,4139.899232,1409.5053360000002,546.875712,685.4053680000001
undistorted_GX010191_114_1383.jpg,big,0.846176,0.018788500000000014,0.100134,0.301971,4494.886912,56.14003800000004,531.911808,902.289348
undistorted_GX010191_117_1408.jpg,big,0.689068,0.181558,0.153602,0.295546,3660.329216,542.495304,815.933824,883.0914479999999
undistorted_GX010191_118_1415.jpg,big,0.708987,0.051299999999999985,0.120522,0.328776,3766.1389440000003,153.28439999999995,640.212864,982.382688
undistorted_GX010191_14_460.jpg,big,0.5683941,0.17304450000000002,0.0796438,0.398631,3019.3094592,517.0569660000001,423.0678656,1191.109428
undistorted_GX010191_14_460.jpg,small,0.6685829999999999,0.7095227,0.154764,0.0811446,3551.5128959999997,2120.0538275999997,822.1063680000001,242.4600648
undistorted_GX010191_15_479.jpg,big,0.5500237,0.3838315,0.0576606,0.379621,2921.7258944,1146.888522,306.2931072,1134.307548
undistorted_GX010191_16_495.jpg,big,0.5485068,0.5478975,0.0957804,0.350511,2913.6681215999997,1637.1177300000002,508.7854848,1047.326868
undistorted_GX010191_17_509.jpg,big,0.5805359999999999,0.6492475,0.150562,0.333275,3083.8072319999997,1939.9515299999998,799.785344,995.8257
undistorted_GX010191_17_509.jpg,small,0.827467,0.748856,0.130222,0.251144,4395.504704,2237.581728,691.739264,750.4182719999999
undistorted_GX010191_28_230.jpg,small,0.433761,0.0388685,0.175088,0.186297,2304.138432,116.139078,930.067456,556.655436
undistorted_GX010191_28_230.jpg,big,0.6868163,0.17502850000000003,0.0987574,0.404485,3648.3681856000003,522.9851580000001,524.5993088,1208.6011799999999
undistorted_GX010191_32_305.jpg,small,0.4638745,0.3987345,0.170681,0.177395,2464.101344,1191.418686,906.657472,530.05626
undistorted_GX010191_32_305.jpg,big,0.70778465,0.5219815,0.0814787,0.378557,3759.7520608,1559.680722,432.8148544,1131.128316
undistorted_GX010191_34_1128.jpg,big,0.63336,0.4370865,0.126528,0.322669,3364.40832,1306.0144619999999,672.1167360000001,964.134972
undistorted_GX010191_34_1128.jpg,small,0.5648630000000001,0.08329899999999998,0.160068,0.159086,3000.5522560000004,248.89741199999995,850.281216,475.348968
undistorted_GX010191_34_350.jpg,small,0.5105759999999999,0.501272,0.138956,0.278176,2712.1797119999997,1497.8007360000001,738.134272,831.1898879999999
undistorted_GX010191_34_350.jpg,big,0.7441915,0.5277780000000001,0.149279,0.289956,3953.145248,1577.0006640000001,792.970048,866.388528
undistorted_GX010191_35_1167.jpg,big,0.7431648,0.36386199999999996,0.0774984,0.38525,3947.6914175999996,1087.219656,411.6715008,1151.127
undistorted_GX010191_35_1167.jpg,small,0.5325925,0.163945,0.155717,0.127616,2829.1313600000003,489.86766,827.1687039999999,381.31660800000003
undistorted_GX010191_35_367.jpg,big,0.7560185,0.4428655,0.172915,0.222081,4015.970272,1323.282114,918.52448,663.578028
undistorted_GX010191_35_367.jpg,small,0.5523135,0.5196135000000001,0.105671,0.288271,2933.8893120000002,1552.6051380000001,561.324352,861.353748
undistorted_GX010191_36_1195.jpg,small,0.5287085,0.15319699999999997,0.142225,0.22299,2808.499552,457.75263599999994,755.4992,666.29412
undistorted_GX010191_36_1195.jpg,big,0.7985475000000001,0.23319900000000002,0.118709,0.32693,4241.88432,696.798612,630.5822079999999,976.86684
undistorted_GX010191_37_1242.jpg,big,0.6990045,0.17456899999999997,0.184237,0.216284,3713.1119040000003,521.6121719999999,978.6669440000001,646.2565920000001
undistorted_GX010191_37_1242.jpg,small,0.50535665,0.26757949999999997,0.0880547,0.302991,2684.4545248,799.5275459999999,467.7465664,905.3371080000001
undistorted_GX010191_38_1266.jpg,small,0.49502624999999995,0.379672,0.0701815,0.310598,2629.5794399999995,1134.459936,372.804128,928.066824
undistorted_GX010191_38_1266.jpg,big,0.621817,0.155332,0.192638,0.1072,3303.091904,464.132016,1023.293056,320.3136
undistorted_GX010191_41_1322.jpg,big,0.4772422,0.2143705,0.0607896,0.403665,2535.1105664,640.539054,322.9143552,1206.15102
undistorted_GX010191_41_1322.jpg,small,0.5943555,0.70967,0.145463,0.10256,3157.216416,2120.4939600000002,772.699456,306.44928
undistorted_GX010191_42_1339.jpg,small,0.6908245,0.6072995,0.126921,0.200057,3669.6597439999996,1814.6109059999999,674.2043520000001,597.7703160000001
undistorted_GX010191_42_1339.jpg,big,0.4664035,0.3634925,0.111193,0.354455,2477.5353920000002,1086.1155899999999,590.657216,1059.11154
undistorted_GX010191_42_457.jpg,big,0.5800795,0.14094950000000003,0.076845,0.399823,3081.3823039999997,421.1571060000001,408.20063999999996,1194.671124
undistorted_GX010191_42_457.jpg,small,0.6552520000000001,0.68386755,0.17289,0.0925349,3480.698624,2043.3962394,918.39168,276.4942812
undistorted_GX010191_46_1396.jpg,big,0.6745265,0.33307600000000004,0.175385,0.231154,3583.084768,995.2310880000001,931.64512,690.688152
undistorted_GX010191_47_507.jpg,big,0.5758759999999999,0.63341,0.132894,0.322692,3059.0533119999996,1892.6290800000002,705.9329280000001,964.2036959999999
undistorted_GX010191_47_507.jpg,small,0.81645,0.764203,0.12759,0.234962,4336.9824,2283.438564,677.7580800000001,702.066456
undistorted_GX010191_5_190.jpg,big,0.6636559,0.0,0.0658582,0.366186,3525.3401408,0.0,349.8387584,1094.1637680000001
undistorted_GX010191_88_1016.jpg,big,0.5634976,4.999999999866223e-07,0.0940128,0.360111,2993.2992512,0.0014939999999600273,499.39599359999994,1076.011668
undistorted_GX010191_8_309.jpg,small,0.45108050000000005,0.3966185,0.183221,0.192063,2396.1396160000004,1185.096078,973.269952,573.8842440000001
undistorted_GX010191_8_309.jpg,big,0.7016588,0.5610109999999999,0.0755824,0.349582,3727.2115456,1676.3008679999998,401.4937088,1044.5510160000001
undistorted_GX010191_90_1036.jpg,big,0.532626,0.12209450000000002,0.138428,0.323173,2829.3093120000003,364.8183660000001,735.329536,965.6409239999999
undistorted_GX010191_94_1132.jpg,big,0.6459475,0.4632345,0.117495,0.315251,3431.27312,1384.144686,624.1334400000001,941.9699880000001
undistorted_GX010191_94_1132.jpg,small,0.5615955,0.10189699999999999,0.165743,0.158924,2983.1952960000003,304.468236,880.426816,474.864912
undistorted_GX010192_26_1578.jpg,small,0.3792915,0.391184,0.138615,0.499442,2014.796448,1168.857792,736.3228799999999,1492.332696
undistorted_GX010192_26_1578.jpg,big,0.601578,0.03979250000000001,0.216112,0.603887,3195.5823359999995,118.89999000000003,1147.986944,1804.4143559999998
