meas_image_name,meas_prawn_id,meas_meas_1,meas_meas_2,meas_meas_3,meas_avg,meas_std,meas_dev_pct,meas_flag,meas_base_image_name,meas_camera_frame,meas_scale_factor,meas_scaled_meas_1,meas_scaled_meas_2,meas_scaled_meas_3,meas_scaled_avg,meas_measurement_type,meas_center_x,meas_center_y,length_Unnamed: 0,length_Label,length_PrawnID,length_Avg_Length,length_Std_Length,length_Uncertainty,length_Length_1,length_Length_2,length_Length_3,length_BoundingBox_1,length_BoundingBox_2,length_BoundingBox_3,length_Angle_1,length_Angle_2,length_Angle_3,length_Scale_1,length_Scale_2,length_Scale_3,length_Global_Uncertainty,length_combined_scale,length_Length_bounding_box_1_1,length_Length_bounding_box_1_2,length_Length_bounding_box_2_1,length_Length_bounding_box_2_2,length_Length_bounding_box_3_1,length_Length_bounding_box_3_2,length_Length_ground_truth_annotation(mm),length_Length_ground_truth_annotation_pixels,length_pred_Distance_pixels,length_combined_scale_ground,length_id,length_Length_fov(mm),length_Height(mm),length_focal_RealLength(cm),length_Length_1_pixels,length_Length_2_pixels,length_Length_3_pixels,length_Pond_Type,length_Euclidean_Distance,length_MPError_fov_min,length_MPError_fov_max,length_MPError_fov_median,length_AbsError_fov_min,length_AbsError_fov_max,length_AbsError_fov_median,length_AbsError_focal_min,length_AbsError_focal_max,length_AbsError_focal_median,length_MPError_focal_min,length_MPError_focal_max,length_MPError_focal_median,length_Error_distance_mm_ground_min,length_Error_distance_mm_ground_max,length_Error_distance_mm_ground_median,length_Error_percentage_distance_mm_ground_min,length_Error_percentage_distance_mm_ground_max,length_Error_percentage_distance_mm_ground_median,length_pose_eval_iou,length_camera_frame,match_type,center_in_any_bbox,distance_to_nearest_bbox,nearest_bbox_column
undistorted_GX010067_33_625.jpg_gamma_obj3_cropped0.0593677_0.723095,1.jpg,147.0034,149.0302,145.0862,148.0168,2.0,OK,,undistorted_GX010067_33_625.jpg_gamma,undistorted_GX010067_33_625,0.18432500184325,27.096401975964017,27.46999188969992,26.74301408243014,27.283196932831967,carapace,0.0593677,0.723095,11,carapace:undistorted_GX010067_33_625.jpg_gamma,Prawn_3,24.27866666666667,0.5521813309251062,0.3188020400510959,24.729,24.606,23.501,"(368.0014839, 2140.0110291, 141.0003378, 1.0020501)","(335.9989709, 2136.0003697, 140.9990091, 4.9976638)","(352.0003575000001, 2128.0150507, 137.0038054, 1.0011683)",0.0,-1.637,0.0,56.613,56.921,57.871,0.2942581907953586,0.1917719859198394,141.0038984004237,141.0038984004237,141.0875515792931,141.0875515792931,137.0074634173116,137.0074634173116,27.83965506435499,145.086181285469,115.7518152507831,0.1918835744224198,67ee4527c8c5352390d59eb0,22.19795548446902,650.0,21.81812146584184,139.9982877,140.0598126,136.0026371,right,115.7518152507831,5.54463433696856,10.2351268370374,9.786411913886756,1.303044515530981,2.531044515530979,2.408044515530975,1.682878534158164,2.910878534158162,2.787878534158157,7.160880533416295,11.77111300156966,11.33007613654457,4.338655064354985,3.110655064354987,3.233655064354991,18.46157637698389,12.57897636117508,13.14173398502395,0.9677671464025964,undistorted_GX010067_33_625,spatial_match,False,28.468613568443335,length_BoundingBox_2
undistorted_GX010067_33_625.jpg_gamma_obj1_cropped0.272177_0.696292,1.jpg,254.4425,254.1201,247.0324,254.2813,2.9,OK,,undistorted_GX010067_33_625.jpg_gamma,undistorted_GX010067_33_625,0.18432500184325,46.90011428150114,46.84068790090688,45.53424758534248,46.87040109120401,carapace,0.272177,0.696292,10,carapace:undistorted_GX010067_33_625.jpg_gamma,Prawn_2,46.29966666666667,4.579568708465411,2.644015226604892,51.637,40.454,46.808,"(1136.0077806, 2072.0074935, 280.9986255, 84.9987582)","(1164.0002974, 2075.9999436, 221.0014746, 68.9996362)","(1132.0088439, 2076.0179572, 261.0039971, 77.0031526)",-163.301,-162.824,-163.706,56.613,56.921,57.871,0.2942581907953586,0.1913167872521938,293.5728468854557,293.5728468854557,231.5223565254699,231.5223565254699,272.1260222994408,272.1260222994408,44.74909378485969,233.452350598575,204.0183418376421,0.1916840574537904,67ee4527c8c5352390d59eac,39.03213370089752,650.0,38.45552619481018,292.3325481,230.2682134,270.8825768,right,204.0183418376421,3.514773073373402,24.41053178748276,16.61225922727412,1.421866299102476,12.60486629910248,7.775866299102468,1.998473805189825,13.18147380518982,8.352473805189817,4.940114216615971,25.527187491895,17.84411597417069,4.295093784859688,6.887906215140312,2.058906215140304,10.6172289139756,13.33909060390866,4.398620353658145,0.998556339161377,undistorted_GX010067_33_625,spatial_match,False,28.797817900000155,length_BoundingBox_1
undistorted_GX010067_33_625.jpg_gamma_obj0_cropped0.600462_0.2647,1.jpg,232.7252,226.1415,224.2878,229.4334,2.2,OK,,undistorted_GX010067_33_625.jpg_gamma,undistorted_GX010067_33_625,0.18432500184325,42.89707291897073,41.68353240433533,41.34184914841849,42.29031187790312,carapace,0.600462,0.2647,8,carapace:undistorted_GX010067_33_625.jpg_gamma,Prawn_0,41.918,2.531546694545976,1.461589165562227,40.475,39.802,45.477,"(2996.016573, 737.0050179, 159.9996606, 166.0006386)","(2976.000643, 731.9983679, 168.998449, 152.9979559)","(2968.0241899, 716.0031604000001, 192.999785, 181.0031267)",-133.939,-137.862,-136.848,56.613,56.921,57.871,0.2942581907953586,0.1885764799771841,230.5560743240633,230.5560743240633,227.9667744957234,227.9667744957234,264.5960107129781,264.5960107129781,35.2679386770055,187.683243791235,200.202887616559,0.1879120264792256,67ee4527c8c5352390d59eaa,37.75355582799847,650.0,37.73634919129975,229.1411175,226.5569642,263.1799467,right,200.202887616559,5.146586030856568,16.98318748378637,6.723765712171792,2.048444172001531,7.723444172001528,2.721444172001533,2.065650808700248,7.740650808700245,2.73865080870025,5.189816613989869,17.02102339358411,6.766277476714638,4.534061322994503,10.2090613229945,5.207061322994505,11.39154143760239,22.44884518106846,12.86488282395183,0.9969467362350382,undistorted_GX010067_33_625,spatial_match,False,28.63016910000033,length_BoundingBox_3
undistorted_GX010067_33_625.jpg_gamma_obj2_cropped0.730074_0.668993,1.jpg,194.4865,198.0101,192.3538,196.2483,2.0,OK,,undistorted_GX010067_33_625.jpg_gamma,undistorted_GX010067_33_625,0.18432500184325,35.84872447098724,36.49821204748212,35.455614539556144,36.17346825923468,carapace,0.730074,0.668993,9,carapace:undistorted_GX010067_33_625.jpg_gamma,Prawn_1,26.698,1.84273510485546,1.063903608833473,28.855,24.353,26.886,"(3770.0181864, 1859.0067423, 114.9979869, 117.9984759)","(3756.0004902, 1851.9987323, 96.9990761, 101.0006224)","(3760.0293346, 1856.0155636, 112.9989146, 109.0000285)",134.256,133.831,136.042,56.613,56.921,57.871,0.2942581907953586,0.1878996358506838,164.7670395005488,164.7670395005488,140.0355186709462,140.0355186709462,157.002423273588,157.002423273588,24.21782434679146,128.0624847486563,142.6836265294219,0.1891094366497957,67ee4527c8c5352390d59eae,26.81020146673334,650.0,26.89451295481674,163.3568115,138.6197113,155.5919706,right,142.6836265294219,10.08993334181966,7.08646173372607,0.2819256611866746,2.457201466733341,2.044798533266658,0.0757985332666493,2.541512954816735,1.960487045183264,0.0085129548167444,10.43613909915302,6.794271513371214,0.0316631511446269,0.1351756532085417,4.637175653208541,2.668175653208532,0.5550677666346723,16.07061394284714,9.924033523798755,0.996506201116221,undistorted_GX010067_33_625,spatial_match,False,21.945865799999865,length_BoundingBox_1
undistorted_GX010068_26_666.jpg_gamma_obj1_cropped0.540877_0.669256,1.jpg,232.5683,227.7543,234.8297,230.1613,2.0,OK,,undistorted_GX010068_26_666.jpg_gamma,undistorted_GX010068_26_666,0.1906759462293831,44.34518066545905,43.4272666603108,44.77637525026218,43.88622366288492,carapace,0.540877,0.669256,21,carapace:undistorted_GX010068_26_666.jpg_gamma,Prawn_1,34.544,2.701462196663132,1.559689926449057,35.517,30.858,37.257,"(2800.015114, 1824.0101746, 104.9991278, 176.9996809)","(2812.0200384, 1836.0112664, 76.99924879999999, 136.999188)","(2811.9852592, 1819.9916032, 100.9977548, 176.9973564)",120.579,119.197,119.604,57.559,50.488,54.332,0.2942581907953586,0.1858364319257011,205.800155192999,205.800155192999,157.15489756423,157.15489756423,203.7856978475908,203.7856978475908,31.86438188836677,170.6604816587605,171.7526177124521,0.1867121291271187,67ee4529c8c5352390d5a1e2,31.91789364958106,650.0,32.37374262518295,204.4323003,155.7958704,202.4247324,right,171.7526177124521,3.434745121463012,14.33047843470741,10.13347509761226,1.059893649581056,5.339106350418941,3.599106350418946,1.515742625182948,4.883257374817049,3.143257374817054,4.911992433673435,13.10695271980312,8.850008094200113,1.006381888366768,5.392618111633229,3.652618111633235,3.261332193812846,14.47410717887438,10.2841403036102,0.9965809163754882,undistorted_GX010068_26_666,spatial_match,True,0.0,length_BoundingBox_1
undistorted_GX010068_26_666.jpg_gamma_obj0_cropped0.307077_0.799261,1.jpg,242.8868,241.9938,241.6713,242.4403,0.3,OK,,undistorted_GX010068_26_666.jpg_gamma,undistorted_GX010068_26_666,0.1906759462293831,46.312670416626936,46.14239679664409,46.08090380398512,46.22753360663552,carapace,0.307077,0.799261,20,carapace:undistorted_GX010068_26_666.jpg_gamma,Prawn_0,33.84333333333333,2.607537961798873,1.505462744166747,36.364,30.252,34.914,"(1496.0102131, 2248.0127922, 149.0029833, 149.0029833)","(1492.0112784, 2256.0158896, 108.9985432, 108.9985432)","(1495.9935876, 2255.9896036, 129.0004676, 140.9969732)",135.0,135.0,132.436,57.559,50.488,54.332,0.2942581907953586,0.1877525320911973,210.7220398169118,210.7220398169118,154.1472180723497,154.1472180723497,191.1053821653911,191.1053821653911,30.6272489304102,162.6345596729059,150.1194025883786,0.1883194383285346,67ee4529c8c5352390d5a1e0,28.18529795198593,650.0,28.29608635472954,209.3075476,152.7362976,189.6947448,right,150.1194025883786,6.831621208561645,22.49120571998149,19.27221758610894,2.066702048014069,8.178702048014067,6.728702048014078,1.955913645270464,8.067913645270462,6.617913645270473,6.465402767653258,22.18654065908718,18.95489959692522,0.3752489304101978,5.736751069589801,4.286751069589812,1.240410321334781,15.77590768229513,12.27802907025781,0.998482549384864,undistorted_GX010068_26_666,spatial_match,True,0.0,length_BoundingBox_1
undistorted_GX010068_26_666.jpg_gamma_obj2_cropped0.644743_0.8728269999999999,1.jpg,218.5154,212.5112,218.1972,215.5133,1.2,OK,,undistorted_GX010068_26_666.jpg_gamma,undistorted_GX010068_26_666,0.1906759462293831,41.66563066069215,40.52077414434169,41.60495757460196,41.09320240251692,carapace,0.644743,0.8728269999999999,22,carapace:undistorted_GX010068_26_666.jpg_gamma,Prawn_2,32.81366666666667,1.599245099692006,0.9233245888073692,31.649,35.075,31.717,"(3440.0193909, 2576.0127537, 172.9993304, 61.0010282)","(3460.0234208, 2576.0189312, 169.0035312, 57.000952)","(3439.9816812, 2567.9856804, 160.9965824, 64.9973716)",19.231,18.435,21.801,57.559,50.488,54.332,0.2942581907953586,0.1911854839194216,183.4390737010671,183.4390737010671,178.3572316643641,178.3572316643641,173.6218818564886,173.6218818564886,32.33925088779088,169.1892431568859,181.6942326587993,0.191142476225887,67ee4529c8c5352390d5a1e4,34.73729979624052,650.0,34.24764293504929,182.1684791,177.08666,172.3248044,right,181.6942326587993,9.757969592216249,0.96279459375476,9.522652824165345,3.08829979624052,0.3377002037594821,3.020299796240522,2.598642935049284,0.8273570649507178,2.530642935049286,8.210821621691947,2.358822708341319,7.978821878012694,0.6902508877908815,2.73574911220912,0.6222508877908837,2.180956389746537,7.799712365528497,1.961884439861537,0.99838689441337,undistorted_GX010068_26_666,spatial_match,False,15.106865200000357,length_BoundingBox_3
undistorted_GX010068_27_795.jpg_gamma_obj1_cropped0.552035_0.17379999999999998,1.jpg,227.2202,228.7903,228.5607,228.0052,0.2,OK,,undistorted_GX010068_27_795.jpg_gamma,undistorted_GX010068_27_795,0.1935134298320303,43.97016022911991,44.273995665299175,44.22956498180974,44.12206827153805,carapace,0.552035,0.1737999999999999,31,carapace:undistorted_GX010068_27_795.jpg_gamma,Prawn_1,36.97933333333333,1.001334221038219,0.5781205820652002,37.21,38.074,35.654,"(2933.99415, 239.9971518, 12.9990906, 204.9979104)","(2935.973141200001, 275.9990631, 13.0013464, 181.0001581)","(2935.9977247, 259.9990255, 17.0000402, 192.9985492)",93.366,93.814,94.764,54.918,47.381,54.037,0.2942581907953586,0.1847138824799507,205.4096385878555,205.4096385878555,181.4665044586404,181.4665044586404,193.7458163680095,193.7458163680095,32.33285354966209,175.071414000116,186.555052689769,0.1846837973767703,67ee452ac8c5352390d5a35a,34.459308078579,650.0,35.16386149827026,204.349878,180.3984194,192.6635198,right,186.555052689769,3.350793519439625,9.493859120189628,7.392345932332692,1.194691921421004,3.614691921420999,2.750691921420994,0.4901385017297457,2.91013850172974,2.046138501729736,1.374708312474745,7.643374748462836,5.498894119133933,3.321146450337913,5.741146450337908,4.877146450337904,9.314933668979394,15.07891592776674,13.10708532743323,0.9719710462148372,undistorted_GX010068_27_795,spatial_match,False,62.41696928076594,length_BoundingBox_2
undistorted_GX010068_27_795.jpg_gamma_obj0_cropped0.397364_0.694163,1.jpg,200.8009,196.4128,204.4162,198.6069,2.9,OK,,undistorted_GX010068_27_795.jpg_gamma,undistorted_GX010068_27_795,0.1935134298320303,38.85767087235855,38.00851459091261,39.55727997523028,38.43310240730707,carapace,0.397364,0.694163,32,carapace:undistorted_GX010068_27_795.jpg_gamma,Prawn_2,33.47766666666666,3.25777186978394,1.880875465978148,29.84,32.848,37.745,"(2105.995464, 1973.9945592, 150.997041, 66.99995999999999)","(2163.9802939, 1951.9834856, 140.9963798, 69.0009503)","(2107.9995811, 1959.9976418, 185.0010732, 88.998939)",23.749,25.907,25.56,54.918,47.381,54.037,0.2942581907953586,0.1906102445537037,165.1941313447827,165.1941313447827,156.9748714253618,156.9748714253618,205.2954169685176,205.2954169685176,33.21052596861793,174.4276354251242,148.7897386983743,0.1903971574669088,67ee452ac8c5352390d5a358,28.36084848037879,650.0,28.04545729808792,163.875312,155.6371088,203.9626565,right,148.7897386983743,4.956942089883405,24.86197249866527,13.66034924385412,1.479151519621208,9.384151519621206,4.4871515196212,1.794542701912079,9.699542701912076,4.802542701912071,6.013883049303213,25.69755650261512,14.62050262394079,3.37052596861793,4.534474031382068,0.3625259686179376,11.29532831306277,12.01344292325359,1.103647006265032,0.9969415581992158,undistorted_GX010068_27_795,spatial_match,False,25.16246319999982,length_BoundingBox_3
undistorted_GX010069_19_191.jpg_gamma_obj1_cropped0.165613_0.393015,1.jpg,193.2046,192.0052,194.5508,192.6049,1.0,OK,,undistorted_GX010069_19_191.jpg_gamma,undistorted_GX010069_19_191,0.1793593284786741,34.65304731499085,34.43792373641353,34.89450084298885,34.54548552570219,carapace,0.165613,0.393015,41,carapace:undistorted_GX010069_19_191.jpg_gamma,Prawn_0,31.406,1.184022240782102,0.6835955594420504,32.975,30.115,31.128,"(736.0034079999999, 1096.0043744, 172.9987392, 89.00124799999999)","(736.0018182, 1104.000111, 145.0005786, 64.9993572)","(732.0042514999999, 1084.0051196, 157.0014285, 93.00232849999999)",152.904,156.038,149.47,58.592,52.326,58.181,0.2942581907953586,0.1903913520736766,194.5502143672607,194.5502143672607,158.9027508595996,158.9027508595996,182.4798116435418,182.4798116435418,29.94954002699962,156.923548264752,169.8272672671814,0.190854338677523,67ee4528c8c5352390d5a07f,32.33364303397632,650.0,32.01083229165413,193.20712,157.579749,181.1058168,right,169.8272672671814,7.367235709700562,1.944979426910322,3.873178597970686,2.218643033976324,0.6413569660236789,1.205643033976315,1.895832291654134,0.9641677083458688,0.8828322916541254,6.295308954521449,2.923935430919996,2.836135606701764,0.1654599730003774,3.02545997300038,1.178459973000386,0.5494271060945622,9.175011290372646,3.785851879338171,0.9943429904653006,undistorted_GX010069_19_191,spatial_match,True,0.0,length_BoundingBox_1
