image_name,manual_size,manual_bbox_x,manual_bbox_y,manual_bbox_width,manual_bbox_height,manual_bbox_x_mm,manual_bbox_y_mm,manual_bbox_width_mm,manual_bbox_height_mm,shai_matched,shai_iou,shai_length,shai_bbox_x,shai_bbox_y,shai_bbox_width,shai_bbox_height,keypoints_available,start_carapace_x,start_carapace_y,eyes_x,eyes_y,rostrum_x,rostrum_y,tail_x,tail_y,keypoints_score,keypoints_inside_bbox,keypoints_valid_total,calculated_total_length_mm,calculated_carapace_length_mm,pond,height,keypoint_pixel_length,estimated_length_mm,pixel_error,mm_error
undistorted_GX010191_100_1250.jpg,big,0.6727325,0.1923629999999999,0.194207,0.185348,3573.5550399999997,574.7806439999999,1031.6275839999998,553.819824,True,0.6129162494401258,1016.921,3612,656,949,369,True,0.787944,0.26995,0.821034,0.306675,0.84668,0.345609,0.704783,0.202187,1.0,4,4,164.66392728325908,39.328626884566994,Circle,660,387.3674524451882,87.55565705952883,61.90781265750357,46.82766377306588
undistorted_GX010191_100_1250.jpg,small,0.49891185,0.3125179999999999,0.0844743,0.300722,2650.2197472,933.8037839999998,448.7274816,898.557336,True,0.2449781607121193,732.732,2776,1088,137,721,True,0.537236,0.473996,0.545478,0.409881,0.55203,0.354434,0.522648,0.596314,1.0,4,4,142.96076043130563,37.99890015109579,Circle,700,467.8234205176068,112.14945012408381,36.153543107492666,21.552284846740882
undistorted_GX010191_101_1265.jpg,big,0.6269055,0.157371,0.192085,0.11044,3330.122016,470.224548,1020.35552,329.99472,True,0.1445063125747327,993.161,3332,644,993,49,True,0.728523,0.208439,0.769462,0.209964,0.80286,0.211005,0.645741,0.197715,1.0,4,4,159.315497672449,41.47475427804955,Circle,660,302.74573309586117,68.42883008331108,69.51695313288971,57.0482275214681
undistorted_GX010191_105_1312.jpg,big,0.4547334999999999,0.1360105,0.119743,0.370385,2415.544352,406.399374,636.074816,1106.71038,True,0.509707640458371,992.677,2528,536,393,913,True,0.523473,0.313115,0.544764,0.252077,0.56329,0.201721,0.469561,0.462459,1.0,4,4,174.22967657401466,40.43131997078262,Circle,660,531.980100253143,120.24207745447752,46.40954708801121,30.986454306251677
undistorted_GX010191_105_1312.jpg,small,0.537309,0.692173,0.145762,0.116882,2854.1854080000003,2068.212924,774.287744,349.243416,True,0.3065104808098847,694.447,2920,2156,685,121,True,0.610453,0.738066,0.576995,0.725029,0.543796,0.711583,0.675244,0.770757,1.0,4,4,141.36395632455702,35.71750369166954,Circle,700,276.7741034415468,66.34995630448039,60.14467577201042,53.06444582510994
undistorted_GX010191_106_1320.jpg,big,0.4691733499999999,0.205103,0.0744753,0.368848,2492.2488351999996,612.847764,395.6127936,1102.117824,True,0.3431580563436011,964.697,2560,692,157,953,True,0.504086,0.394128,0.509859,0.327943,0.512976,0.273078,0.486744,0.537318,1.0,4,4,150.42062603261687,37.54206776162783,Circle,660,509.83464465553294,115.23659776460676,47.15080023514814,23.39042802572892
undistorted_GX010191_106_1320.jpg,small,0.562061,0.7079575,0.157578,0.101219,2985.668032,2115.37701,837.0543359999999,302.44237200000003,True,0.0836836892437414,732.535,3092,2220,733,29,True,0.637878,0.758575,0.628193,0.757995,0.620711,0.753738,0.65726,0.749765,1.0,4,4,38.2101435989179,10.112468746305249,Circle,700,70.58746580542459,16.921652761574386,90.36394632264334,55.71423928892641
undistorted_GX010191_10_370.jpg,small,0.5722181000000001,0.520516,0.0847878,0.288734,3039.622547200001,1555.301808,450.3927936,862.7371919999999,True,0.4117269660037729,696.161,3092,1716,245,653,True,0.613129,0.659153,0.626594,0.602526,0.640697,0.557746,0.584186,0.781487,1.0,4,4,141.9885567325557,35.58203089724541,Circle,700,443.0731388426215,106.21616342117639,36.35478878555082,25.193856557580794
undistorted_GX010191_10_370.jpg,big,0.757113,0.422017,0.174104,0.210528,4021.784256,1260.986796,924.840448,629.0576639999999,True,0.6171993740055675,939.191,4084,1360,837,429,True,0.858142,0.511855,0.88729,0.546879,0.911023,0.58709,0.792188,0.443877,1.0,4,4,144.6603256497641,35.450343777277546,Circle,660,357.3043167913335,80.76056475420552,61.95616048372125,44.172277788359025
undistorted_GX010191_110_1355.jpg,big,0.4939505,0.496852,0.168427,0.276492,2623.865056,1484.5937760000002,894.684224,826.158096,True,0.5690761685803443,928.31,2728,1592,729,577,True,0.576801,0.626903,0.545786,0.584036,0.518733,0.542244,0.643896,0.723382,1.0,4,4,162.3959904117271,39.544270159401584,Circle,660,422.7347834590422,95.54964283663283,54.461894899436366,41.16256035978281
